route_id,service_id,trip_id,trip_headsign,direction_id,block_id,wheelchair_accessible,bikes_allowed
1,1-1-127,1582617617,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617618,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617621,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617622,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617625,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617626,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617629,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617630,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617633,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617634,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617637,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617638,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617641,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617642,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617645,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617646,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617649,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617651,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617652,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617655,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617656,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617659,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617660,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617663,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617664,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617667,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617668,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617671,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617672,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617675,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617676,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617679,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617681,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617682,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617685,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617686,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617689,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617690,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617693,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617694,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617697,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617698,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617701,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617702,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617705,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617706,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617709,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617710,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617713,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617714,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617717,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617719,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617720,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617723,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617724,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617727,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617728,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617731,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617732,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617735,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617736,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617739,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617740,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617743,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617744,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617747,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617750,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617753,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617754,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617757,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617758,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617761,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617762,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617765,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617766,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617769,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617770,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617773,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617774,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617777,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617778,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617781,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617782,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617785,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617787,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617788,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617791,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617792,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617795,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617796,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617799,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617800,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617803,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617804,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617807,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617808,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617811,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617813,MONTPELLIER - Mosson,1,,,
1,1-1-127,1582617814,MONTPELLIER - Odysseum,0,,,
1,1-1-127,1582617817,MONTPELLIER - Mosson,1,,,
